Path	Content	URL	Form or Genre	Occurrence	MODS version
/mods/relatedItem/originInfo/publisher	[Ottawa, Ont. : Canadian Library Association]	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2

/mods/relatedItem		http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	4	3.2
/mods/relatedItem/@type	succeeding	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2
/mods/relatedItem/titleInfo		http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2
/mods/relatedItem/titleInfo/title	Morning call	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2
/mods/relatedItem/originInfo		http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2
/mods/relatedItem/originInfo/publisher	[S.l. : s.n.]	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2

/mods/identifier	000007506281	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	2	3.2
/mods/identifier/@type	local:amicus	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2

/mods/identifier	DMB	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	2	3.2
/mods/identifier/@type	local:newspaper	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2

/mods/location		http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2
/mods/location/physicalLocation	CaMWP	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2

/mods/recordInfo		http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2
/mods/recordInfo/recordContentSource	CaOONLN	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	2	3.2
/mods/recordInfo/recordContentSource/@authority	marcorg	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2
/mods/recordInfo/recordContentSource	sfarnel	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	2	3.2
/mods/recordInfo/recordContentSource/@authority	local:person	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2
/mods/recordInfo/recordCreationDate	2010-01-15T11:47:39-0700	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2
/mods/recordInfo/recordIdentifier	QDMB	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2
/mods/recordInfo/recordChangeDate	2010-01-15T11:48:57-0700	http://peel.library.ualberta.ca/newspapers/DMB.html	newspaper	1	3.2

